Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Origen
OSLO / GARDERMOEN;OSL;     S ;2021-11-06;2022-03-26;15:20;73H;  NOZ1815;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;  X    ;2022-02-16;2022-03-23;15:20;73H;  NOZ8443;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;     S ;2022-01-08;2022-03-26;16:25;32N;  SAS4696;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;    V  ;2022-02-04;2022-03-25;16:30;32N;  SAS4698;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;  X VS ;2021-11-03;2022-03-26;16:45;73H;  NOZ1817;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;L      ;2021-11-01;2022-03-21;16:50;73H;  NOZ1817;NORUEGA;LPA
OSLO / GARDERMOEN;OSL;L      ;2022-02-07;2022-03-21;17:00;32N;  SAS4698;NORUEGA;LPA
PALMA DE MALLORCA;PMI;L      ;2021-12-06;2022-03-21;8:30;295;  IBB5100;ESPANIA;LPA
PALMA DE MALLORCA;PMI; M     ;2022-02-01;2022-03-22;8:30;295;  IBB5100;ESPANIA;LPA
PALMA DE MALLORCA;PMI;    V  ;2022-01-07;2022-03-25;8:45;295;  IBB5100;ESPANIA;LPA
PALMA DE MALLORCA;PMI;   J   ;2022-03-03;2022-03-24;14:35;295;  IBB5100;ESPANIA;LPA
PALMA DE MALLORCA;PMI; M     ;2021-11-16;2022-03-22;17:05;73H;  RYR2296;ESPANIA;LPA
PALMA DE MALLORCA;PMI;     S ;2022-01-01;2022-03-26;19:35;73H;  RYR2296;ESPANIA;LPA
PAMPLONA;PNA;    V  ;2022-01-07;2022-03-25;14:25;295;  IBB5400;ESPANIA;LPA
PAMPLONA;PNA;      D;2022-01-16;2022-03-20;14:40;295;  IBB5400;ESPANIA;LPA
PARIS /ORLY;ORY;      D;2022-03-06;2022-03-13;6:50;321;  VLG6958;FRANCIA;LPA
PARIS /ORLY;ORY;     S ;2021-11-06;2022-03-26;10:10;73H;  TVF3221;FRANCIA;LPA
PARIS /ORLY;ORY; M     ;2022-01-25;2022-03-22;11:45;73H;  TVF3221;FRANCIA;LPA
PARIS /ORLY;ORY;  X    ;2022-03-02;2022-03-23;13:40;320;  VLG6958;FRANCIA;LPA
PARIS /ORLY;ORY;     S ;2022-03-05;2022-03-12;17:40;321;  VLG6958;FRANCIA;LPA
PARIS/ CHARLES DE GAULLE;CDG;      D;2022-03-06;2022-03-20;14:45;320;  AFR9453;FRANCIA;LPA
PISA / GALILEO GALILEI;PSA;     S ;2022-02-12;2022-03-26;11:25;73H;  RYR1419;ITALIA;LPA
PRAGA /RUZYNE;PRG;     S ;2022-03-05;2022-03-26;17:10;73H;  TVS2041;REPUBLICA-CHECA;LPA
PRAGA /RUZYNE;PRG;  X    ;2022-03-02;2022-03-23;18:25;73H;  TVS2040;REPUBLICA-CHECA;LPA
ROTTERDAM;RTM;    V  ;2022-02-11;2022-03-25;15:05;73H;  TFL628;HOLANDA;LPA
ROTTERDAM;RTM;L      ;2022-01-03;2022-03-21;16:00;73H;  TFL620;HOLANDA;LPA
ROTTERDAM;RTM;   J   ;2022-03-03;2022-03-24;16:30;73H;  TFL625;HOLANDA;LPA
SALZBURGO /W. A. MOZART;SZG;      D;2022-03-06;2022-03-20;11:45;32A;  EWG4381;AUSTRIA;LPA
SAN SEBASTIAN;EAS;  X   D;2021-12-01;2022-03-23;8:30;295;  IBB5300;ESPANIA;LPA
SANTANDER-SEVE BALLESTEROS;SDR;   J   ;2021-12-02;2022-03-24;8:30;295;  IBB5900;ESPANIA;LPA
SANTANDER-SEVE BALLESTEROS;SDR;      D;2022-01-02;2022-03-20;16:10;295;  IBB5900;ESPANIA;LPA
SANTIAGO-ROSALﾍA DE CASTRO;SCQ;   J  D;2022-02-27;2022-03-24;9:10;320;  VLG3163;ESPANIA;LPA
SANTIAGO-ROSALﾍA DE CASTRO;SCQ;    V  ;2021-12-31;2022-03-25;17:35;73H;  RYR7003;ESPANIA;LPA
SANTIAGO-ROSALﾍA DE CASTRO;SCQ;L X    ;2021-11-15;2022-03-23;18:00;73H;  RYR7003;ESPANIA;LPA
SEVILLA;SVQ;    V  ;2022-03-04;2022-03-11;7:05;320;  VLG3049;ESPANIA;LPA
SEVILLA;SVQ;   J   ;2022-03-03;2022-03-10;8:25;320;  VLG3045;ESPANIA;LPA
SEVILLA;SVQ;     SD;2022-01-29;2022-03-26;8:45;320;  VLG3045;ESPANIA;LPA
SEVILLA;SVQ;   J   ;2021-11-11;2022-03-24;12:50;73H;  RYR7723;ESPANIA;LPA
SEVILLA;SVQ; M     ;2021-11-16;2022-03-22;13:25;73H;  RYR7723;ESPANIA;LPA
SEVILLA;SVQ;L      ;2022-02-07;2022-03-21;15:00;320;  VLG3051;ESPANIA;LPA
SEVILLA;SVQ; M     ;2022-03-01;2022-03-22;15:00;320;  VLG3045;ESPANIA;LPA
SEVILLA;SVQ;  X    ;2022-03-02;2022-03-23;15:30;320;  VLG3045;ESPANIA;LPA
SEVILLA;SVQ;L      ;2022-02-07;2022-03-21;19:45;73H;  RYR7723;ESPANIA;LPA
SEVILLA;SVQ;     S ;2022-01-01;2022-03-26;20:00;73H;  RYR7723;ESPANIA;LPA
SEVILLA;SVQ;      D;2022-02-06;2022-03-20;20:00;73H;  RYR7723;ESPANIA;LPA
SEVILLA;SVQ;   J   ;2022-01-06;2022-03-24;20:05;320;  VLG3047;ESPANIA;LPA
SEVILLA;SVQ;      D;2022-02-13;2022-03-20;20:05;320;  VLG3047;ESPANIA;LPA
SEVILLA;SVQ;L   VS ;2022-02-28;2022-03-26;20:05;320;  VLG3047;ESPANIA;LPA
SHANNON;SNN;     S ;2022-01-08;2022-03-26;10:25;73H;  RYR6072;IRLANDA;LPA
STAVANGER /SOLA;SVG;     S ;2021-11-06;2022-03-26;18:10;73H;  NOZ1837;NORUEGA;LPA
STUTTGART/ ECHTERDINGEN;STR;     S ;2022-02-26;2022-03-26;10:25;319;  EWG4381;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;      D;2022-02-13;2022-03-20;10:45;32A;  EWG2263;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;   J   ;2022-03-03;2022-03-24;11:05;32A;  EWG2263;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;L      ;2022-03-07;2022-03-14;15:10;7S8;  TUI2168;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;      D;2022-03-13;2022-03-13;16:20;7S8;  TUI2168;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;    V  ;2022-02-25;2022-03-25;16:40;7S8;  TUI2169;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;      D;2022-03-13;2022-03-20;16:55;320;  CFG1481;ALEMANIA;LPA
STUTTGART/ ECHTERDINGEN;STR;     S ;2021-11-13;2022-03-26;17:00;7S8;  TUI2169;ALEMANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   JVS ;2021-11-04;2022-03-26;7:00;295;  IBB153;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;2021-12-13;2022-03-22;7:00;295;  IBB153;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2022-01-16;2022-03-20;7:00;295;  IBB153;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;7:00;295;  IBB153;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; M J   ;2022-01-25;2022-03-24;7:30;AT7;  IBB103;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;7:30;AT7;  IBB103;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;2022-03-07;2022-03-21;7:30;AT7;  IBB103;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; M   SD;2021-11-02;2022-03-26;8:00;AT7;  IBB107;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;2021-12-13;2022-03-21;8:00;AT7;  IBB107;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   JV  ;2022-01-07;2022-03-25;8:00;AT7;  IBB107;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;8:00;AT7;  IBB107;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;2021-11-02;2022-03-24;8:30;AT7;  IBB105;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L   V  ;2022-03-04;2022-03-25;8:30;AT7;  IBB105;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;2021-11-02;2022-03-22;9:00;AT7;  IBB119;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   JVSD;2022-01-08;2022-03-26;9:00;AT7;  IBB119;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;9:00;AT7;  IBB119;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;2022-03-01;2022-03-24;9:30;AT7;  IBB111;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;2022-01-10;2022-03-26;9:45;AT7;  CNF617;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2021-11-05;2022-03-25;10:00;AT7;  IBB109;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;     S ;2022-01-08;2022-03-26;10:00;AT7;  IBB109;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ   ;2022-01-24;2022-03-24;10:00;AT7;  IBB109;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L XJVSD;2021-10-31;2022-03-26;11:30;AT7;  IBB127;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; M     ;2021-12-14;2022-03-22;11:30;AT7;  IBB127;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; M JVS ;2022-01-08;2022-03-26;13:00;AT7;  IBB145;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;13:00;AT7;  IBB145;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2022-03-06;2022-03-20;13:00;AT7;  IBB145;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;2021-10-31;2022-03-26;14:00;AT7;  IBB147;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-03-04;2022-03-25;14:30;AT7;  IBB133;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LM JVS ;2022-01-08;2022-03-26;15:00;AT7;  IBB135;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;15:00;AT7;  IBB135;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2022-03-06;2022-03-20;15:00;AT7;  IBB135;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   JV D;2022-03-03;2022-03-25;15:30;AT7;  IBB117;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJV D;2021-10-31;2022-03-25;16:00;AT7;  CNF623;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;2021-10-31;2022-03-26;16:00;AT7;  IBB167;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;     S ;2022-01-15;2022-03-26;16:00;AT7;  CNF623;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;2022-02-27;2022-03-25;16:30;AT7;  IBB171;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MX V D;2021-10-31;2022-03-25;17:00;AT7;  IBB169;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;2021-12-13;2022-03-21;17:00;AT7;  IBB169;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   J S ;2022-01-08;2022-03-26;17:00;AT7;  IBB169;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;2022-03-01;2022-03-24;17:30;AT7;  IBB165;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2021-11-05;2022-03-25;18:00;AT7;  IBB173;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LM J SD;2022-01-06;2022-03-26;18:00;AT7;  IBB173;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;18:00;AT7;  IBB173;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   J   ;2022-03-03;2022-03-24;18:30;AT7;  IBB177;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X  SD;2021-11-03;2022-03-26;19:00;AT7;  IBB179;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;2021-12-13;2022-03-22;19:00;AT7;  IBB179;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   JV  ;2022-01-13;2022-03-25;19:00;AT7;  IBB179;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;2022-01-14;2022-03-25;19:25;AT7;  IBB175;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   J   ;2022-03-03;2022-03-24;19:30;AT7;  IBB175;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L  JV D;2021-10-31;2022-03-25;20:00;AT7;  IBB191;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MX    ;2022-03-01;2022-03-23;20:00;AT7;  IBB191;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    VSD;2022-01-08;2022-03-26;21:00;AT7;  IBB195;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; M J   ;2022-01-25;2022-03-24;21:00;AT7;  IBB195;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;21:00;AT7;  IBB195;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;2022-03-07;2022-03-21;21:00;AT7;  IBB195;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;2021-11-01;2022-03-21;22:00;AT7;  IBB193;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-01-07;2022-03-25;22:00;AT7;  IBB193;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN; MX  S ;2022-01-11;2022-03-26;22:00;AT7;  IBB193;ESPANIA;LPA
TENERIFE NORTE-C. LA LAGUNA;TFN;   J  D;2022-01-13;2022-03-24;22:15;AT7;  IBB193;ESPANIA;LPA
TENERIFE SUR;TFS;LMXJVSD;2022-03-01;2022-03-26;8:15;AT7;  IBB155;ESPANIA;LPA
TENERIFE SUR;TFS;     S ;2022-03-05;2022-03-26;13:30;AT7;  IBB151;ESPANIA;LPA
TENERIFE SUR;TFS;LMXJ   ;2022-03-01;2022-03-24;14:00;AT7;  IBB151;ESPANIA;LPA
TENERIFE SUR;TFS;    V D;2022-03-04;2022-03-13;15:20;AT7;  IBB151;ESPANIA;LPA
TENERIFE SUR;TFS;LMXJVSD;2022-03-01;2022-03-26;17:35;AT7;  IBB125;ESPANIA;LPA
TENERIFE SUR;TFS;    V D;2022-03-04;2022-03-25;22:15;AT7;  IBB157;ESPANIA;LPA
TENERIFE SUR;TFS;LMXJ S ;2022-03-01;2022-03-26;22:20;AT7;  IBB157;ESPANIA;LPA
TOULOUSE /BLAGNAC;TLS;     S ;2021-11-06;2022-03-26;11:00;295;  IBB9100;FRANCIA;LPA
TREVISO/S.ANGELO (MIL);TSF;     S ;2022-03-05;2022-03-12;16:25;73H;  RYR2195;ITALIA;LPA
TRONDHEIM /VAERNES;TRD;  X    ;2021-11-03;2022-03-23;16:30;73H;  NOZ1771;NORUEGA;LPA
TRONDHEIM /VAERNES;TRD;     S ;2021-12-18;2022-03-26;16:30;73H;  NOZ1771;NORUEGA;LPA
TURIN /CITTA DI TORINO;TRN;     S ;2022-01-22;2022-03-26;10:30;295;  IBB9300;ITALIA;LPA
VALENCIA;VLC; M     ;2022-02-15;2022-03-22;9:15;320;  VLG1175;ESPANIA;LPA
VALENCIA;VLC;     S ;2022-03-12;2022-03-19;9:25;320;  VLG1175;ESPANIA;LPA
VALENCIA;VLC;      D;2021-11-14;2022-03-20;19:20;73H;  RYR7201;ESPANIA;LPA
VALENCIA;VLC;     S ;2022-02-05;2022-03-26;19:30;73H;  RYR7201;ESPANIA;LPA
VALENCIA;VLC;  X    ;2021-11-03;2022-03-23;19:55;73H;  RYR7201;ESPANIA;LPA
VENECIA /MARCO POLO;VCE;    V  ;2022-02-04;2022-03-25;10:20;295;  IBB9400;ITALIA;LPA
VERONA /VILLAFRANCA;VRN;L      ;2022-02-28;2022-03-21;12:55;7S8;  NOS1764;ITALIA;LPA
VIENA  /INTERNACIONAL;VIE;     S ;2022-01-01;2022-03-26;10:45;320;  RYR2571;AUSTRIA;LPA
VIENA  /INTERNACIONAL;VIE;   J   ;2022-01-06;2022-03-24;16:00;320;  AUA9504;AUSTRIA;LPA
VIENA  /INTERNACIONAL;VIE;     S ;2022-03-05;2022-03-26;16:00;320;  AUA9504;AUSTRIA;LPA
VIENA  /INTERNACIONAL;VIE;    V  ;2022-03-11;2022-03-11;18:50;321;  WZZ2966;AUSTRIA;LPA
VIGO;VGO;  X   D;2021-12-01;2022-03-23;8:30;295;  IBB5230;ESPANIA;LPA
VIGO;VGO;    V  ;2022-02-18;2022-03-25;16:25;295;  IBB5230;ESPANIA;LPA
VITORIA;VIT;     S ;2022-03-05;2022-03-26;14:40;295;  IBB5820;ESPANIA;LPA
ZARAGOZA;ZAZ;L      ;2021-12-06;2022-03-21;14:35;295;  IBB5500;ESPANIA;LPA
ZARAGOZA;ZAZ;  X    ;2022-03-02;2022-03-23;14:35;295;  IBB5500;ESPANIA;LPA
ZURICH;ZRH;  X   D;2022-01-09;2022-03-23;11:00;320;  EDW201;SUIZA;LPA
ZURICH;ZRH;    V  ;2022-02-11;2022-03-25;11:40;320;  EDW203;SUIZA;LPA
ZURICH;ZRH;   J   ;2022-03-03;2022-03-24;13:55;320;  EDW201;SUIZA;LPA
ZURICH;ZRH;L      ;2022-03-07;2022-03-21;14:50;320;  EDW201;SUIZA;LPA
ZURICH;ZRH; M     ;2022-03-01;2022-03-22;16:25;320;  EDW201;SUIZA;LPA
ZURICH;ZRH;    V  ;2022-02-18;2022-03-25;17:00;320;  EDW201;SUIZA;LPA
ZURICH;ZRH;     S ;2022-03-05;2022-03-26;17:30;320;  EDW201;SUIZA;LPA
AALBORG;AAL;L      ;2022-03-07;2022-03-21;14:00;73H;  JTD422;DINAMARCA;LPA
AALBORG;AAL;L      ;2022-02-28;2022-03-21;14:30;32B;  VKG1087;DINAMARCA;LPA
AALESUND/VIGRA;AES;     S ;2022-03-12;2022-03-26;14:10;73W;  SAS7414;NORUEGA;LPA
AALESUND/VIGRA;AES;     S ;2021-11-06;2022-03-26;16:10;73H;  NOZ9031;NORUEGA;LPA
BELGRADO / BEOGRAD;BEG;   J   ;2022-03-10;2022-03-24;7:30;7M8;  TVS2048;REPUBLICA DE SERBIA;LPA
BERGEN/FLESLAND;BGO;     S ;2022-03-05;2022-03-19;13:00;32B;  VKG1523;NORUEGA;LPA
BERGEN/FLESLAND;BGO;     S ;2021-12-18;2022-03-26;14:00;73H;  SAS7366;NORUEGA;LPA
BERGEN/FLESLAND;BGO;     S ;2021-11-06;2022-03-26;17:45;73H;  NOZ9171;NORUEGA;LPA
BERLIN BRANDENBURG;BER; M     ;2022-03-08;2022-03-22;13:50;319;  SDR3228;ALEMANIA;LPA
BILLUND;BLL;     S ;2022-02-19;2022-03-19;12:35;320;  DTR511;DINAMARCA;LPA
BILLUND;BLL;     S ;2022-03-05;2022-03-26;12:45;32B;  VKG1219;DINAMARCA;LPA
BILLUND;BLL;      D;2022-03-06;2022-03-20;12:45;32A;  FLI7181;DINAMARCA;LPA
BILLUND;BLL;  X    ;2022-02-09;2022-03-16;13:10;32B;  VKG1217;DINAMARCA;LPA
BILLUND;BLL;   J   ;2021-11-11;2022-03-24;13:30;32B;  VKG1215;DINAMARCA;LPA
BILLUND;BLL;   J   ;2022-03-03;2022-03-17;13:45;73H;  JTD516;DINAMARCA;LPA
BILLUND;BLL;      D;2022-03-06;2022-03-20;13:45;73H;  JTD518;DINAMARCA;LPA
BILLUND;BLL;     S ;2022-03-12;2022-03-26;14:50;32Q;  NVR152;DINAMARCA;LPA
BIRMINGHAM / INTERNACIONAL;BHX;   J   ;2022-03-03;2022-03-24;14:00;7M8;  TOM7427;REINO-UNIDO;LPA
BIRMINGHAM / INTERNACIONAL;BHX;L      ;2022-03-07;2022-03-21;15:55;7M8;  TOM7121;REINO-UNIDO;LPA
BIRMINGHAM / INTERNACIONAL;BHX;     S ;2022-03-05;2022-03-19;19:20;7M8;  TOM7675;REINO-UNIDO;LPA
BODO;BOO;    V  ;2021-12-17;2022-03-25;8:00;73H;  NOZ9081;NORUEGA;LPA
BOURNEMOUTH  INTL;BOH;L      ;2021-12-20;2022-03-21;13:35;73H;  TOM6181;REINO-UNIDO;LPA
BREMEN;BRE;      D;2022-02-06;2022-03-20;15:25;320;  SDR3697;ALEMANIA;LPA
BRISTOL;BRS;   J   ;2022-02-24;2022-03-24;14:20;7M8;  TOM6469;REINO-UNIDO;LPA
BRISTOL;BRS;L      ;2022-03-07;2022-03-21;15:50;7M8;  TOM6115;REINO-UNIDO;LPA
BRUSELAS;BRU;   J   ;2022-03-03;2022-03-10;12:10;73H;  CXI4993;BELGICA;LPA
BRUSELAS;BRU;      D;2022-03-06;2022-03-13;13:10;73H;  CXI7993;BELGICA;LPA
CARDIFF-WALES;CWL;     S ;2022-03-05;2022-03-26;19:00;7M8;  TOM6659;REINO-UNIDO;LPA
CHOPINA W WARSZAWIE;WAW;    V  ;2022-02-25;2022-03-25;14:10;7M8;  TVP7317;POLONIA;LPA
COPENHAGUE;CPH;    V  ;2021-11-05;2022-03-25;12:35;32B;  VKG1159;DINAMARCA;LPA
COPENHAGUE;CPH;  X    ;2022-03-02;2022-03-09;13:20;32B;  VKG1173;DINAMARCA;LPA
COPENHAGUE;CPH;      D;2021-12-19;2022-03-20;13:40;73H;  JTD208;DINAMARCA;LPA
COPENHAGUE;CPH;   J   ;2021-12-23;2022-03-24;13:45;73H;  JTD358;DINAMARCA;LPA
COPENHAGUE;CPH;     S ;2021-11-06;2022-03-12;13:55;32B;  VKG1135;DINAMARCA;LPA
COPENHAGUE;CPH;L      ;2021-11-15;2022-03-21;13:55;32B;  VKG1149;DINAMARCA;LPA
COPENHAGUE;CPH;    V  ;2021-12-17;2022-03-25;14:00;73H;  JTD218;DINAMARCA;LPA
COPENHAGUE;CPH;  X    ;2022-01-26;2022-03-23;14:35;32Q;  NVR168;DINAMARCA;LPA
COPENHAGUE;CPH;     S ;2022-03-05;2022-03-26;17:20;321;  SAS7714;DINAMARCA;LPA
DONCASTER SHEFFIELD ROBIN HOOD;DSA;     S ;2022-03-05;2022-03-26;21:25;7M8;  TOM3689;REINO-UNIDO;LPA
DRESDEN;DRS;  X    ;2022-03-09;2022-03-23;15:20;320;  SDR3037;ALEMANIA;LPA
DRESDEN;DRS;     S ;2022-03-05;2022-03-26;15:30;320;  SDR3261;ALEMANIA;LPA
DUBLIN;DUB;L      ;2022-01-10;2022-03-21;15:35;73H;  TOM1171;IRLANDA;LPA
DUSSELDORF;DUS;     S ;2022-03-12;2022-03-26;11:15;32A;  EWG5431;ALEMANIA;LPA
DUSSELDORF;DUS; M     ;2022-03-08;2022-03-22;15:20;320;  SDR3625;ALEMANIA;LPA
ERFURT;ERF;L      ;2022-02-28;2022-03-21;8:40;73H;  CXI1093;ALEMANIA;LPA
ESTOCOLMO/ARLANDA;ARN;     S ;2022-01-08;2022-03-26;13:35;73H;  BLX252;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN;     S ;2021-12-11;2022-03-26;13:50;333;  VKG1743;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN; M     ;2021-12-28;2022-03-22;14:20;73H;  BLX216;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN;   J   ;2022-01-13;2022-03-24;14:50;788;  BLX228;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN;     S ;2022-02-26;2022-03-26;14:50;32Q;  NVR164;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN;  X    ;2021-11-03;2022-03-23;14:55;333;  VKG1785;SUECIA;LPA
ESTOCOLMO/ARLANDA;ARN;  X    ;2022-03-02;2022-03-23;18:10;73H;  BLX632;SUECIA;LPA
EXETER;EXT;L      ;2022-01-17;2022-03-21;14:50;73H;  TOM6171;REINO-UNIDO;LPA
FRIEDRICHSHAFEN;FDH;   J   ;2022-01-20;2022-03-24;8:45;73H;  CXI2105;ALEMANIA;LPA
GLASGOW /GLASGOW INTERNACIONAL;GLA;L      ;2022-03-07;2022-03-21;15:35;7M8;  TOM1157;REINO-UNIDO;LPA
GOTEBORG /LANDVETTER;GOT;     S ;2022-02-12;2022-03-19;12:45;32B;  VKG1827;SUECIA;LPA
GOTEBORG /LANDVETTER;GOT;  X    ;2022-03-02;2022-03-09;13:45;32B;  VKG1839;SUECIA;LPA
GOTEBORG /LANDVETTER;GOT;      D;2021-10-31;2022-03-20;15:05;73H;  BLX434;SUECIA;LPA
GOTEBORG /LANDVETTER;GOT;    V  ;2021-11-05;2022-03-25;15:30;73H;  BLX268;SUECIA;LPA
GOTEBORG /LANDVETTER;GOT;     S ;2021-11-06;2022-03-26;18:40;32N;  SAS7674;SUECIA;LPA
GRAZ/THALERHOF;GRZ;  X    ;2022-02-02;2022-03-23;8:40;73H;  CXI1091;AUSTRIA;LPA
HAMBURGO/ FUHLSBUETTEL;HAM;     S ;2022-02-26;2022-03-26;15:45;32A;  EWG5401;ALEMANIA;LPA
HARSTAD-NARVIK/EVENES;EVE;  X    ;2021-12-22;2022-03-23;7:15;73H;  NOZ9083;NORUEGA;LPA
HAUGESUND/KARMOY;HAU;     S ;2022-03-12;2022-03-26;12:25;32N;  SAS7340;NORUEGA;LPA
HAUGESUND/KARMOY;HAU;     S ;2021-11-06;2022-03-26;15:20;73H;  NOZ9029;NORUEGA;LPA
HELSINKI / HELSINKI-VANTAA;HEL;  X    ;2021-11-03;2022-03-23;12:50;32B;  VKG1325;FINLANDIA;LPA
HELSINKI / HELSINKI-VANTAA;HEL;      D;2022-01-09;2022-03-20;13:50;73H;  JTD982;FINLANDIA;LPA
HELSINKI / HELSINKI-VANTAA;HEL;    V  ;2022-01-21;2022-03-25;13:50;73H;  JTD914;FINLANDIA;LPA
HELSINKI / HELSINKI-VANTAA;HEL;     S ;2021-11-06;2022-03-12;14:15;32B;  VKG1337;FINLANDIA;LPA
JONKOPING/AXAMO;JKG;  X    ;2021-12-22;2022-03-23;13:40;73W;  JTD784;SUECIA;LPA
KARLSTAD;KSD;L      ;2022-02-14;2022-03-21;14:50;32B;  VKG1409;SUECIA;LPA
