num_vuelo;dia_sem;destino;codigo;opera_desde;opera_hasta;hora_salida;aeronave;pais;origen
  EZY6806;5;GLASGOW /GLASGOW INTERNACIONAL;GLA;2022-02-18;2022-03-25;17:50;320;REINO-UNIDO;LPA
  SAS2810;6;GOTEBORG /LANDVETTER;GOT;2022-01-08;2022-03-26;16:10;32N;SUECIA;LPA
  EWG7267;3;HAMBURGO/ FUHLSBUETTEL;HAM;2022-03-02;2022-03-23;11:55;32A;ALEMANIA;LPA
  EWG7267;7;HAMBURGO/ FUHLSBUETTEL;HAM;2021-10-31;2022-03-20;12:15;32A;ALEMANIA;LPA
  CFG1519;6;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-19;2022-03-26;13:40;75T;ALEMANIA;LPA
  CFG1519;3;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-16;2022-03-16;14:30;320;ALEMANIA;LPA
  CFG1519;7;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-27;2022-03-20;14:40;75T;ALEMANIA;LPA
  EWG7267;1;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-21;2022-03-21;15:25;319;ALEMANIA;LPA
  EWG8187;6;HAMBURGO/ FUHLSBUETTEL;HAM;2022-03-05;2022-03-26;15:40;32A;ALEMANIA;LPA
  EWG7267;5;HAMBURGO/ FUHLSBUETTEL;HAM;2022-03-04;2022-03-25;16:20;319;ALEMANIA;LPA
  CFG1518;4;HAMBURGO/ FUHLSBUETTEL;HAM;2022-03-10;2022-03-24;16:30;75T;ALEMANIA;LPA
  TUI2261;6;HANNOVER;HAJ;2022-03-05;2022-03-19;12:55;7S8;ALEMANIA;LPA
  TUI2263;1;HANNOVER;HAJ;2022-03-07;2022-03-21;13:05;7S8;ALEMANIA;LPA
  TUI2263;4;HANNOVER;HAJ;2021-11-18;2022-03-24;13:10;7S8;ALEMANIA;LPA
  TUI2263;6;HANNOVER;HAJ;2022-03-05;2022-03-26;15:45;7S8;ALEMANIA;LPA
  CXI2240;3;HANNOVER;HAJ;2022-03-09;2022-03-23;17:55;73H;ALEMANIA;LPA
  TUI2409;7;HANNOVER;HAJ;2022-03-06;2022-03-13;18:00;7S8;ALEMANIA;LPA
  CXI2276;7;HANNOVER;HAJ;2022-03-06;2022-03-20;20:05;73H;ALEMANIA;LPA
  NSZ2871;6;HELSINKI / HELSINKI-VANTAA;HEL;2021-11-06;2022-03-26;14:45;73H;FINLANDIA;LPA
  NSZ2873;3;HELSINKI / HELSINKI-VANTAA;HEL;2021-11-03;2022-03-23;15:50;73H;FINLANDIA;LPA
  NSZ2875;1;HELSINKI / HELSINKI-VANTAA;HEL;2021-12-27;2022-03-21;22:30;73H;FINLANDIA;LPA
  NOS2913;2;KEFLAVIK INTERNATIONAL;KEF;2022-03-01;2022-03-22;14:45;7S8;ISLANDIA;LPA
  FPY0641;3;KEFLAVIK INTERNATIONAL;KEF;2022-01-12;2022-03-23;16:10;32Q;ISLANDIA;LPA
  IBB358;5;LA GOMERA;GMZ;2021-11-05;2022-03-25;14:25;AT7;ESPANIA;LPA
  IBB358;7;LA GOMERA;GMZ;2021-12-12;2022-03-20;14:25;AT7;ESPANIA;LPA
  CNF212;6;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-05;2022-03-26;11:40;AT7;ESPANIA;LPA
  IBB323;5;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-02-11;2022-03-25;13:25;AT7;ESPANIA;LPA
  IBB323;7;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-02-13;2022-03-20;13:45;AT7;ESPANIA;LPA
  IBB311;6;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-29;2022-03-26;16:55;AT7;ESPANIA;LPA
  IBB317;5;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-02-11;2022-03-25;19:55;AT7;ESPANIA;LPA
  IBB500;1;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-12-13;2022-03-21;7:00;AT7;ESPANIA;LPA
  IBB500;4;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-13;2022-03-24;7:00;AT7;ESPANIA;LPA
  IBB504;2;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-12-14;2022-03-22;8:15;AT7;ESPANIA;LPA
  IBB590;1;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-12-13;2022-03-21;9:30;AT7;ESPANIA;LPA
  IBB510;6;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-03-05;2022-03-26;10:45;AT7;ESPANIA;LPA
  IBB516;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-11-05;2022-03-25;12:00;AT7;ESPANIA;LPA
  IBB506;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-14;2022-03-25;12:30;AT7;ESPANIA;LPA
  IBB514;3;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-12;2022-03-23;13:15;AT7;ESPANIA;LPA
  IBB514;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-02-25;2022-03-25;13:15;AT7;ESPANIA;LPA
  IBB514;6;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-03-05;2022-03-26;13:15;AT7;ESPANIA;LPA
  IBB518;6;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-03-05;2022-03-26;14:25;AT7;ESPANIA;LPA
  IBB518;7;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-10-31;2022-03-20;14:30;AT7;ESPANIA;LPA
  IBB518;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-07;2022-03-25;14:30;AT7;ESPANIA;LPA
  IBB518;3;LANZAROTE CﾉSAR MANRIQUE;ACE;2021-12-08;2022-03-23;14:40;AT7;ESPANIA;LPA
  IBB522;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-02-25;2022-03-25;15:50;AT7;ESPANIA;LPA
  IBB526;5;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-03-04;2022-03-25;20:45;AT7;ESPANIA;LPA
  IBB532;7;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-03-06;2022-03-20;20:45;AT7;ESPANIA;LPA
  IBB538;7;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-16;2022-03-20;22:15;AT7;ESPANIA;LPA
  IBB538;4;LANZAROTE CﾉSAR MANRIQUE;ACE;2022-01-13;2022-03-24;22:20;AT7;ESPANIA;LPA
  EXS478;6;LEEDS /LEEDS-BRADFORD;LBA;2022-01-08;2022-03-26;15:15;73H;REINO-UNIDO;LPA
  EXS478;2;LEEDS /LEEDS-BRADFORD;LBA;2022-02-15;2022-03-22;15:15;73H;REINO-UNIDO;LPA
  CFG1463;7;LEIPZIG;LEJ;2022-03-06;2022-03-13;14:30;32B;ALEMANIA;LPA
  CFG1463;3;LEIPZIG;LEJ;2022-03-02;2022-03-23;14:45;32B;ALEMANIA;LPA
  CFG1463;5;LEIPZIG;LEJ;2022-03-04;2022-03-11;15:50;32B;ALEMANIA;LPA
  CFG1463;6;LEIPZIG;LEJ;2022-03-05;2022-03-12;17:20;32B;ALEMANIA;LPA
  IBB9200;1;LILLE  /LESQUIN;LIL;2022-03-07;2022-03-21;10:45;295;FRANCIA;LPA
  TAP1117;6;LISBOA;LIS;2022-03-05;2022-03-19;13:35;320;PORTUGAL;LPA
  TAP1117;1;LISBOA;LIS;2022-02-21;2022-03-14;14:10;32N;PORTUGAL;LPA
  TAP1117;7;LISBOA;LIS;2022-03-06;2022-03-13;14:10;32N;PORTUGAL;LPA
  BAW2601;6;LONDRES / HEATHROW;LHR;2022-02-26;2022-03-26;15:35;320;REINO-UNIDO;LPA
  BAW2601;3;LONDRES / HEATHROW;LHR;2022-03-09;2022-03-09;15:35;320;REINO-UNIDO;LPA
  BAW2601;5;LONDRES / HEATHROW;LHR;2022-03-04;2022-03-25;15:40;32N;REINO-UNIDO;LPA
  RYR9175;5;LONDRES /LUTON APT;LTN;2022-02-04;2022-03-25;13:15;73H;REINO-UNIDO;LPA
  EZY2326;2;LONDRES /LUTON APT;LTN;2021-11-02;2022-03-22;17:30;320;REINO-UNIDO;LPA
  RYR9175;1;LONDRES /LUTON APT;LTN;2022-02-07;2022-03-21;19:15;73H;REINO-UNIDO;LPA
  WUK2972;6;LONDRES /LUTON APT;LTN;2022-01-15;2022-03-26;20:40;321;REINO-UNIDO;LPA
  RYR8133;1;LONDRES /STANSTED;STN;2021-11-15;2022-03-21;12:05;7M8;REINO-UNIDO;LPA
  RYR8133;6;LONDRES /STANSTED;STN;2022-01-01;2022-03-26;12:05;7M8;REINO-UNIDO;LPA
  RYR8133;5;LONDRES /STANSTED;STN;2022-02-04;2022-03-25;19:25;7M8;REINO-UNIDO;LPA
  EZY8692;6;LONDRES/GATWICK;LGW;2022-03-05;2022-03-26;12:10;320;REINO-UNIDO;LPA
  EZY8692;3;LONDRES/GATWICK;LGW;2021-12-15;2022-03-23;12:35;320;REINO-UNIDO;LPA
  EZY8692;2;LONDRES/GATWICK;LGW;2022-02-08;2022-03-22;12:35;320;REINO-UNIDO;LPA
  EZY8692;4;LONDRES/GATWICK;LGW;2022-03-03;2022-03-17;12:35;320;REINO-UNIDO;LPA
  EZY8694;7;LONDRES/GATWICK;LGW;2022-03-06;2022-03-20;19:45;32Q;REINO-UNIDO;LPA
  LGL708;7;LUXEMBURGO;LUX;2022-03-06;2022-03-13;10:20;73H;LUXEMBURGO;LPA
  LGL704;1;LUXEMBURGO;LUX;2022-03-07;2022-03-14;16:45;73W;LUXEMBURGO;LPA
  LGL704;3;LUXEMBURGO;LUX;2022-01-12;2022-03-09;17:30;73W;LUXEMBURGO;LPA
  VOE2735;6;LYON /SATOLAS;LYS;2022-02-19;2022-03-26;9:30;319;FRANCIA;LPA
  IBE3835;1;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-03-07;2022-03-14;6:50;321;ESPANIA;LPA
  RYR2032;6;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-01-01;2022-03-26;9:15;73H;ESPANIA;LPA
  RYR2032;4;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-03;2022-03-24;9:15;73H;ESPANIA;LPA
  RYR2032;7;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-13;2022-03-20;9:15;73H;ESPANIA;LPA
  AEA9161;2;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-15;2022-03-22;10:00;789;ESPANIA;LPA
  IBE3823;6;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-03-12;2022-03-26;14:00;320;ESPANIA;LPA
  IBE3823;4;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-01-20;2022-03-17;14:05;321;ESPANIA;LPA
  IBE3825;7;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2021-12-05;2022-03-20;15:05;321;ESPANIA;LPA
  IBE3825;1;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-01-03;2022-03-14;15:05;321;ESPANIA;LPA
  IBE3825;5;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-04;2022-03-25;15:05;321;ESPANIA;LPA
  IBE3825;3;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-16;2022-03-16;15:05;321;ESPANIA;LPA
  IBE3825;6;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-03-12;2022-03-26;15:05;321;ESPANIA;LPA
  IBE3829;5;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-03-11;2022-03-11;18:20;321;ESPANIA;LPA
  RYR2012;1;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2021-11-01;2022-03-21;19:15;73H;ESPANIA;LPA
  RYR2012;3;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2021-11-17;2022-03-23;19:15;73H;ESPANIA;LPA
  RYR2012;2;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-01;2022-03-22;19:15;73H;ESPANIA;LPA
  RYR2012;7;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2021-11-14;2022-03-20;19:35;73H;ESPANIA;LPA
  RYR2012;5;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-01-07;2022-03-25;19:35;73H;ESPANIA;LPA
  RYR2012;6;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2022-02-05;2022-03-26;19:40;73H;ESPANIA;LPA
  RYR2012;4;MADRID-BARAJAS ADOLFO SUﾁREZ;MAD;2021-11-11;2022-03-24;20:05;73H;ESPANIA;LPA
  VLG3071;6;MALAGA-COSTA DEL SOL;AGP;2022-02-26;2022-03-26;8:55;320;ESPANIA;LPA
  VLG3073;4;MALAGA-COSTA DEL SOL;AGP;2022-02-03;2022-03-24;13:10;320;ESPANIA;LPA
  VLG3073;7;MALAGA-COSTA DEL SOL;AGP;2022-03-06;2022-03-20;13:20;320;ESPANIA;LPA
  VLG3073;5;MALAGA-COSTA DEL SOL;AGP;2022-02-25;2022-03-25;13:25;320;ESPANIA;LPA
  VLG3073;1;MALAGA-COSTA DEL SOL;AGP;2022-03-07;2022-03-21;13:25;320;ESPANIA;LPA
  VLG3073;3;MALAGA-COSTA DEL SOL;AGP;2022-02-09;2022-03-23;13:30;320;ESPANIA;LPA
  RYR3351;5;MALAGA-COSTA DEL SOL;AGP;2021-12-31;2022-03-25;18:55;73H;ESPANIA;LPA
  RYR3351;1;MALAGA-COSTA DEL SOL;AGP;2021-11-01;2022-03-21;19:35;73H;ESPANIA;LPA
  RYR3804;6;MANCHESTER /INTERNACIONAL;MAN;2022-01-01;2022-03-26;12:25;73H;REINO-UNIDO;LPA
  EXS782;1;MANCHESTER /INTERNACIONAL;MAN;2022-01-10;2022-03-21;16:10;73H;REINO-UNIDO;LPA
  EXS782;2;MANCHESTER /INTERNACIONAL;MAN;2022-01-18;2022-03-22;16:10;73H;REINO-UNIDO;LPA
  EXS782;6;MANCHESTER /INTERNACIONAL;MAN;2022-03-05;2022-03-26;16:10;73H;REINO-UNIDO;LPA
  RYR3804;5;MANCHESTER /INTERNACIONAL;MAN;2022-02-04;2022-03-25;18:15;73H;REINO-UNIDO;LPA
  RUK3804;4;MANCHESTER /INTERNACIONAL;MAN;2022-02-03;2022-03-24;18:20;73H;REINO-UNIDO;LPA
  RYR3804;1;MANCHESTER /INTERNACIONAL;MAN;2022-02-07;2022-03-21;18:35;73H;REINO-UNIDO;LPA
  RYR3804;2;MANCHESTER /INTERNACIONAL;MAN;2021-11-02;2022-03-22;18:40;73H;REINO-UNIDO;LPA
  EZY1910;3;MANCHESTER /INTERNACIONAL;MAN;2022-02-16;2022-03-23;19:30;320;REINO-UNIDO;LPA
  EZY1910;6;MANCHESTER /INTERNACIONAL;MAN;2022-02-12;2022-03-26;20:50;320;REINO-UNIDO;LPA
  RYR3322;6;MEMMINGEN;FMM;2022-03-12;2022-03-12;10:30;73H;ALEMANIA;LPA
  RYR3322;2;MEMMINGEN;FMM;2022-02-01;2022-03-22;10:50;73H;ALEMANIA;LPA
  RYR5522;4;MILAN /MALPENSA;MXP;2021-12-02;2022-03-24;12:30;7M8;ITALIA;LPA
  NOS1620;1;MILAN /MALPENSA;MXP;2022-03-07;2022-03-07;13:40;7S8;ITALIA;LPA
  RYR5522;7;MILAN /MALPENSA;MXP;2021-12-05;2022-03-20;17:45;7M8;ITALIA;LPA
  RYR6093;6;MILAN/BERGAMO;BGY;2022-01-01;2022-03-26;10:55;7M8;ITALIA;LPA
  RYR6093;2;MILAN/BERGAMO;BGY;2021-12-07;2022-03-22;18:40;7M8;ITALIA;LPA
  RYR6093;7;MILAN/BERGAMO;BGY;2022-02-06;2022-03-20;18:40;7M8;ITALIA;LPA
  RYR6093;4;MILAN/BERGAMO;BGY;2021-11-11;2022-03-24;19:05;7M8;ITALIA;LPA
  CXI9036;3;MUENSTER;FMO;2022-01-19;2022-03-23;16:50;73H;ALEMANIA;LPA
  CXI9068;6;MUENSTER;FMO;2022-01-29;2022-03-26;18:10;73H;ALEMANIA;LPA
  TUI2239;7;MUNICH /FRANZ JOSEF STRAUSS;MUC;2021-11-07;2022-03-20;12:30;7S8;ALEMANIA;LPA
  TUI2239;1;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-02-14;2022-03-21;12:30;7S8;ALEMANIA;LPA
  TUI2196;3;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-09;2022-03-23;12:45;7S8;ALEMANIA;LPA
  CFG1412;6;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-12;2022-03-26;12:50;75T;ALEMANIA;LPA
  DLH1835;6;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-05;2022-03-12;13:45;32Q;ALEMANIA;LPA
  DLH1835;7;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-06;2022-03-20;13:55;321;ALEMANIA;LPA
  CFG1522;3;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-02;2022-03-23;15:45;32B;ALEMANIA;LPA
  VOE2739;7;NANTES / ATLANTIQUE;NTE;2022-02-06;2022-03-20;10:15;319;FRANCIA;LPA
  VOE2739;6;NANTES / ATLANTIQUE;NTE;2022-03-12;2022-03-26;10:20;319;FRANCIA;LPA
  EXS542;2;NEWCASTLE;NCL;2022-01-25;2022-03-22;15:10;73H;REINO-UNIDO;LPA
  MAI111;2;NOUADHIBOU;NDB;2021-12-07;2022-03-22;12:30;E75;MAURITANIA;LPA
  MAI111;7;NOUADHIBOU;NDB;2021-10-31;2022-03-20;12:40;E75;MAURITANIA;LPA
  IBB6504;3;NOUAKCHOTT-OUMTOUNSY;NKC;2022-01-05;2022-03-23;7:10;295;MAURITANIA;LPA
  IBB6504;6;NOUAKCHOTT-OUMTOUNSY;NKC;2022-03-05;2022-03-26;20:30;295;MAURITANIA;LPA
  MAI121;5;NOUAKCHOTT-OUMTOUNSY;NKC;2021-11-05;2022-03-25;20:40;E75;MAURITANIA;LPA
  CXI2124;2;NUREMBERG;NUE;2022-03-08;2022-03-22;13:45;73H;ALEMANIA;LPA
  CXI2142;4;NUREMBERG;NUE;2022-01-20;2022-03-24;19:25;73H;ALEMANIA;LPA
  CXI2168;6;NUREMBERG;NUE;2022-01-22;2022-03-26;20:15;73H;ALEMANIA;LPA
  JAF1622;3;OOSTENDE-BRUGGE / OOSTENDEN;OST;2022-02-23;2022-03-23;10:25;7M8;BELGICA;LPA
  JAF1622;6;OOSTENDE-BRUGGE / OOSTENDEN;OST;2022-03-05;2022-03-26;10:25;7M8;BELGICA;LPA
  NOZ5994;4;OSLO / GARDERMOEN;OSL;2021-12-16;2022-03-24;8:00;73H;NORUEGA;LPA
  NOZ5994;2;OSLO / GARDERMOEN;OSL;2021-12-21;2022-03-22;8:05;73H;NORUEGA;LPA
  SAS4698;7;OSLO / GARDERMOEN;OSL;2022-02-27;2022-03-20;13:05;73H;NORUEGA;LPA
  NOZ1815;7;OSLO / GARDERMOEN;OSL;2021-12-19;2022-03-20;13:25;73H;NORUEGA;LPA
  SAS4698;2;OSLO / GARDERMOEN;OSL;2022-02-08;2022-03-22;13:50;32N;NORUEGA;LPA
  NOZ8443;2;OSLO / GARDERMOEN;OSL;2022-02-22;2022-03-22;14:40;73H;NORUEGA;LPA
  SAS4698;3;OSLO / GARDERMOEN;OSL;2022-03-02;2022-03-23;15:00;73H;NORUEGA;LPA
  SAS4698;6;OSLO / GARDERMOEN;OSL;2022-03-12;2022-03-26;15:10;73H;NORUEGA;LPA
  NOZ1815;6;OSLO / GARDERMOEN;OSL;2021-11-06;2022-03-26;15:20;73H;NORUEGA;LPA
  NOZ8443;3;OSLO / GARDERMOEN;OSL;2022-02-16;2022-03-23;15:20;73H;NORUEGA;LPA
  SAS4696;6;OSLO / GARDERMOEN;OSL;2022-01-08;2022-03-26;16:25;32N;NORUEGA;LPA
  SAS4698;5;OSLO / GARDERMOEN;OSL;2022-02-04;2022-03-25;16:30;32N;NORUEGA;LPA
  NOZ1817;1;OSLO / GARDERMOEN;OSL;2021-11-01;2022-03-21;16:50;73H;NORUEGA;LPA
  SAS4698;1;OSLO / GARDERMOEN;OSL;2022-02-07;2022-03-21;17:00;32N;NORUEGA;LPA
  IBB5100;1;PALMA DE MALLORCA;PMI;2021-12-06;2022-03-21;8:30;295;ESPANIA;LPA
  IBB5100;2;PALMA DE MALLORCA;PMI;2022-02-01;2022-03-22;8:30;295;ESPANIA;LPA
  IBB5100;5;PALMA DE MALLORCA;PMI;2022-01-07;2022-03-25;8:45;295;ESPANIA;LPA
  IBB5100;4;PALMA DE MALLORCA;PMI;2022-03-03;2022-03-24;14:35;295;ESPANIA;LPA
  RYR2296;2;PALMA DE MALLORCA;PMI;2021-11-16;2022-03-22;17:05;73H;ESPANIA;LPA
  RYR2296;6;PALMA DE MALLORCA;PMI;2022-01-01;2022-03-26;19:35;73H;ESPANIA;LPA
  IBB5400;5;PAMPLONA;PNA;2022-01-07;2022-03-25;14:25;295;ESPANIA;LPA
  IBB5400;7;PAMPLONA;PNA;2022-01-16;2022-03-20;14:40;295;ESPANIA;LPA
  VLG6958;7;PARIS /ORLY;ORY;2022-03-06;2022-03-13;6:50;321;FRANCIA;LPA
  TVF3221;6;PARIS /ORLY;ORY;2021-11-06;2022-03-26;10:10;73H;FRANCIA;LPA
  TVF3221;2;PARIS /ORLY;ORY;2022-01-25;2022-03-22;11:45;73H;FRANCIA;LPA
  VLG6958;3;PARIS /ORLY;ORY;2022-03-02;2022-03-23;13:40;320;FRANCIA;LPA
  VLG6958;6;PARIS /ORLY;ORY;2022-03-05;2022-03-12;17:40;321;FRANCIA;LPA
  AFR9453;7;PARIS/ CHARLES DE GAULLE;CDG;2022-03-06;2022-03-20;14:45;320;FRANCIA;LPA
  RYR1419;6;PISA / GALILEO GALILEI;PSA;2022-02-12;2022-03-26;11:25;73H;ITALIA;LPA
  TVS2041;6;PRAGA /RUZYNE;PRG;2022-03-05;2022-03-26;17:10;73H;REPUBLICA-CHECA;LPA
  TVS2040;3;PRAGA /RUZYNE;PRG;2022-03-02;2022-03-23;18:25;73H;REPUBLICA-CHECA;LPA
  TFL628;5;ROTTERDAM;RTM;2022-02-11;2022-03-25;15:05;73H;HOLANDA;LPA
  TFL620;1;ROTTERDAM;RTM;2022-01-03;2022-03-21;16:00;73H;HOLANDA;LPA
  TFL625;4;ROTTERDAM;RTM;2022-03-03;2022-03-24;16:30;73H;HOLANDA;LPA
  EWG4381;7;SALZBURGO /W. A. MOZART;SZG;2022-03-06;2022-03-20;11:45;32A;AUSTRIA;LPA
  IBB5900;4;SANTANDER-SEVE BALLESTEROS;SDR;2021-12-02;2022-03-24;8:30;295;ESPANIA;LPA
  IBB5900;7;SANTANDER-SEVE BALLESTEROS;SDR;2022-01-02;2022-03-20;16:10;295;ESPANIA;LPA
  RYR7003;5;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;2021-12-31;2022-03-25;17:35;73H;ESPANIA;LPA
  VLG3049;5;SEVILLA;SVQ;2022-03-04;2022-03-11;7:05;320;ESPANIA;LPA
  VLG3045;4;SEVILLA;SVQ;2022-03-03;2022-03-10;8:25;320;ESPANIA;LPA
  RYR7723;4;SEVILLA;SVQ;2021-11-11;2022-03-24;12:50;73H;ESPANIA;LPA
  RYR7723;2;SEVILLA;SVQ;2021-11-16;2022-03-22;13:25;73H;ESPANIA;LPA
  VLG3051;1;SEVILLA;SVQ;2022-02-07;2022-03-21;15:00;320;ESPANIA;LPA
  VLG3045;2;SEVILLA;SVQ;2022-03-01;2022-03-22;15:00;320;ESPANIA;LPA
  VLG3045;3;SEVILLA;SVQ;2022-03-02;2022-03-23;15:30;320;ESPANIA;LPA
  RYR7723;1;SEVILLA;SVQ;2022-02-07;2022-03-21;19:45;73H;ESPANIA;LPA
  RYR7723;6;SEVILLA;SVQ;2022-01-01;2022-03-26;20:00;73H;ESPANIA;LPA
  RYR7723;7;SEVILLA;SVQ;2022-02-06;2022-03-20;20:00;73H;ESPANIA;LPA
  VLG3047;4;SEVILLA;SVQ;2022-01-06;2022-03-24;20:05;320;ESPANIA;LPA
  VLG3047;7;SEVILLA;SVQ;2022-02-13;2022-03-20;20:05;320;ESPANIA;LPA
  RYR6072;6;SHANNON;SNN;2022-01-08;2022-03-26;10:25;73H;IRLANDA;LPA
  NOZ1837;6;STAVANGER /SOLA;SVG;2021-11-06;2022-03-26;18:10;73H;NORUEGA;LPA
  EWG4381;6;STUTTGART/ ECHTERDINGEN;STR;2022-02-26;2022-03-26;10:25;319;ALEMANIA;LPA
  EWG2263;7;STUTTGART/ ECHTERDINGEN;STR;2022-02-13;2022-03-20;10:45;32A;ALEMANIA;LPA
  EWG2263;4;STUTTGART/ ECHTERDINGEN;STR;2022-03-03;2022-03-24;11:05;32A;ALEMANIA;LPA
  TUI2168;1;STUTTGART/ ECHTERDINGEN;STR;2022-03-07;2022-03-14;15:10;7S8;ALEMANIA;LPA
  TUI2168;7;STUTTGART/ ECHTERDINGEN;STR;2022-03-13;2022-03-13;16:20;7S8;ALEMANIA;LPA
  TUI2169;5;STUTTGART/ ECHTERDINGEN;STR;2022-02-25;2022-03-25;16:40;7S8;ALEMANIA;LPA
  CFG1481;7;STUTTGART/ ECHTERDINGEN;STR;2022-03-13;2022-03-20;16:55;320;ALEMANIA;LPA
  TUI2169;6;STUTTGART/ ECHTERDINGEN;STR;2021-11-13;2022-03-26;17:00;7S8;ALEMANIA;LPA
  IBB153;7;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-16;2022-03-20;7:00;295;ESPANIA;LPA
  IBB153;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;7:00;295;ESPANIA;LPA
  IBB103;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;7:30;AT7;ESPANIA;LPA
  IBB103;1;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-07;2022-03-21;7:30;AT7;ESPANIA;LPA
  IBB107;1;TENERIFE NORTE-C. LA LAGUNA;TFN;2021-12-13;2022-03-21;8:00;AT7;ESPANIA;LPA
  IBB107;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;8:00;AT7;ESPANIA;LPA
  IBB119;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;9:00;AT7;ESPANIA;LPA
  IBB109;5;TENERIFE NORTE-C. LA LAGUNA;TFN;2021-11-05;2022-03-25;10:00;AT7;ESPANIA;LPA
  IBB109;6;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-08;2022-03-26;10:00;AT7;ESPANIA;LPA
  IBB127;2;TENERIFE NORTE-C. LA LAGUNA;TFN;2021-12-14;2022-03-22;11:30;AT7;ESPANIA;LPA
  IBB145;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;13:00;AT7;ESPANIA;LPA
  IBB145;7;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-06;2022-03-20;13:00;AT7;ESPANIA;LPA
  IBB133;5;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-04;2022-03-25;14:30;AT7;ESPANIA;LPA
  IBB135;3;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;15:00;AT7;ESPANIA;LPA
  IBB135;7;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-06;2022-03-20;15:00;AT7;ESPANIA;LPA
  CNF623;6;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-15;2022-03-26;16:00;AT7;ESPANIA;LPA
  IBB169;1;TENERIFE NORTE-C. LA LAGUNA;TFN;2021-12-13;2022-03-21;17:00;AT7;ESPANIA;LPA
