num_vuelo;dia_sem;destino;codigo;opera_desde;opera_hasta;hora_salida;aeronave;pais;origen;num_asientos;ocupacion;total_encuestas;consumo
  VLG3219;2022-03-09 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-14;2022-03-25;11:05;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3219;2022-03-08 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-14;2022-03-25;11:05;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3219;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-14;2022-03-25;11:05;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3217;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-02;2022-03-26;15:00;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3217;2022-03-12 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-02;2022-03-26;15:00;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3217;2022-03-10 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-02;2022-03-26;15:00;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3217;2022-03-09 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-02;2022-03-26;15:00;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3217;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-02;2022-03-26;15:00;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3213;2022-03-10 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-24;2022-03-24;20:45;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3213;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-24;2022-03-24;20:45;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3213;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-05;2022-03-26;20:45;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3213;2022-03-12 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-05;2022-03-26;20:45;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3261;2022-03-09 00:00:00;BILBAO;BIO;2022-03-02;2022-03-23;9:55;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3261;2022-03-07 00:00:00;BILBAO;BIO;2022-03-02;2022-03-23;9:55;320;ESPANIA;TFN;180;144;87;00:43:30
  AEA7007;2022-03-12 00:00:00;BILBAO;BIO;2022-02-05;2022-03-26;14:25;73H;ESPANIA;TFN;189;152;92;00:46:00
  AEA7007;2022-03-09 00:00:00;BILBAO;BIO;2022-02-05;2022-03-26;14:25;73H;ESPANIA;TFN;189;152;92;00:46:00
  VLG1864;2022-03-13 00:00:00;COPENHAGUE;CPH;2022-03-06;2022-03-13;9:00;320;DINAMARCA;TFN;180;144;87;00:43:30
  VLG1864;2022-03-09 00:00:00;COPENHAGUE;CPH;2022-03-06;2022-03-13;9:00;320;DINAMARCA;TFN;180;144;87;00:43:30
  IBB655;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-12 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-10 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-09 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-08 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB655;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;7:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-12 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-10 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-08 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB659;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB667;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-04;2022-03-25;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB667;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-04;2022-03-25;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB667;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-04;2022-03-25;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF247;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-14;2022-03-25;11:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF247;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-14;2022-03-25;11:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-12 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-10 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-09 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-08 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB657;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2022-03-01;2022-03-26;12:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-12 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-10 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-08 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2021-10-31;2022-03-26;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-07;2022-03-25;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB663;2022-03-09 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-07;2022-03-25;14:35;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-13 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-12 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-11 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-10 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-09 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-08 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB673;2022-03-07 00:00:00;EL HIERRO / VALVERDE;VDE;2022-01-10;2022-03-26;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  VLG3116;2022-03-10 00:00:00;F.G.L. GRANADA - JAEN;GRX;2022-02-28;2022-03-10;16:15;320;ESPANIA;TFN;180;144;87;00:43:30
  VLG3116;2022-03-07 00:00:00;F.G.L. GRANADA - JAEN;GRX;2022-02-28;2022-03-10;16:15;320;ESPANIA;TFN;180;144;87;00:43:30
  IBB414;2022-03-13 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-11 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-09 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB414;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;7:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-11 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-25;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-25;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-25;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-13 00:00:00;FUERTEVENTURA;FUE;2022-01-08;2022-03-26;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2022-01-08;2022-03-26;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB422;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2022-01-08;2022-03-26;10:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB432;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2022-03-07;2022-03-24;13:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB432;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2022-03-07;2022-03-24;13:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-13 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-11 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-09 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB420;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;14:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-26;15:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-26;15:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-09 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-26;15:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-26;15:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2021-11-01;2022-03-26;15:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB426;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2022-03-01;2022-03-26;16:40;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB426;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2022-03-01;2022-03-26;16:40;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB426;2022-03-09 00:00:00;FUERTEVENTURA;FUE;2022-03-01;2022-03-26;16:40;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB426;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2022-03-01;2022-03-26;16:40;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB426;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2022-03-01;2022-03-26;16:40;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-13 00:00:00;FUERTEVENTURA;FUE;2022-01-14;2022-03-25;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF374;2022-03-11 00:00:00;FUERTEVENTURA;FUE;2022-01-14;2022-03-25;16:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-13 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-12 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-10 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-09 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-08 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB428;2022-03-07 00:00:00;FUERTEVENTURA;FUE;2021-10-31;2022-03-26;19:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB106;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-11-04;2022-03-26;7:00;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB106;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-11-04;2022-03-26;7:00;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB106;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-11-04;2022-03-26;7:00;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB106;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-12-13;2022-03-22;7:00;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB106;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-12-13;2022-03-22;7:00;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB100;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB100;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB102;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB102;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB102;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB102;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB104;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;8:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB104;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;8:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-07;2022-03-25;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB108;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-01-07;2022-03-25;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB112;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-24;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB112;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-24;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB112;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-24;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB120;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB120;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB120;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB120;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB120;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF618;2022-03-07 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-26;10:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB110;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;11:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB134;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB134;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB134;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB134;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB158;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;14:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-11-05;2022-03-25;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-11-05;2022-03-25;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB160;2022-03-07 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB146;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-03-03;2022-03-25;15:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB146;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-03-03;2022-03-25;15:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-07;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB166;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-07;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB168;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-25;16:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB168;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-25;16:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB168;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-25;16:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB168;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-25;16:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB168;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-25;16:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB170;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB170;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB170;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB170;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
