;;Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Escala;Origen
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM;      D;31/10/2021;20/03/2022;11:10;32A;  EWG7089;ALEMANIA;;ACE
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM;    V  ;25/02/2022;25/03/2022;13:45;320;  CFG1439;ALEMANIA;;ACE
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM; M     ;01/02/2022;22/03/2022;14:45;32A;  EWG7089;ALEMANIA;;ACE
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM; M     ;01/03/2022;01/03/2022;15:15;320;  CFG1439;ALEMANIA;;ACE
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM; M     ;08/03/2022;15/03/2022;15:20;320;  CFG1439;ALEMANIA;;ACE
W21;Destino;HANNOVER;HAJ;    V  ;04/03/2022;25/03/2022;11:45;73H;  CXI2249;ALEMANIA;;ACE
W21;Destino;HANNOVER;HAJ;  X    ;02/03/2022;16/03/2022;12:15;7S8;  TUI2188;ALEMANIA;FUE;ACE
W21;Destino;HANNOVER;HAJ; M     ;01/03/2022;22/03/2022;17:35;73H;  CXI2226;ALEMANIA;;ACE
W21;Destino;HANNOVER;HAJ;      D;27/02/2022;20/03/2022;19:05;7S8;  TUI2189;ALEMANIA;;ACE
W21;Destino;KATOWICE / PYRZOWICE;KTW;     S ;05/03/2022;26/03/2022;19:00;738;  ENT7502;POLONIA;;ACE
W21;Destino;LEEDS /LEEDS-BRADFORD;LBA;L   VS ;04/02/2022;26/03/2022;11:10;73H;  RYR2047;REINO UNIDO;;ACE
W21;Destino;LEEDS /LEEDS-BRADFORD;LBA;L   V D;01/11/2021;25/03/2022;15:10;73H;  EXS218;REINO UNIDO;;ACE
W21;Destino;LEEDS /LEEDS-BRADFORD;LBA;     S ;08/01/2022;26/03/2022;15:10;73H;  EXS218;REINO UNIDO;;ACE
W21;Destino;LEEDS /LEEDS-BRADFORD;LBA; M     ;18/01/2022;22/03/2022;15:10;73H;  EXS218;REINO UNIDO;;ACE
W21;Destino;LEEDS /LEEDS-BRADFORD;LBA;   J   ;30/12/2021;24/03/2022;15:55;73H;  EXS218;REINO UNIDO;;ACE
W21;Destino;LISBOA;LIS;     S ;05/02/2022;26/03/2022;9:20;73H;  RYR3603;PORTUGAL;;ACE
W21;Destino;LISBOA;LIS;   J   ;03/02/2022;24/03/2022;9:50;73H;  RYR3603;PORTUGAL;;ACE
W21;Destino;LISBOA;LIS; M     ;01/02/2022;22/03/2022;14:50;73H;  RYR3603;PORTUGAL;;ACE
W21;Destino;LIVERPOOL /INTERNACIONAL;LPL; M     ;01/02/2022;22/03/2022;11:05;73H;  RYR3812;REINO UNIDO;;ACE
W21;Destino;LIVERPOOL /INTERNACIONAL;LPL;   J   ;03/02/2022;24/03/2022;11:20;73H;  RYR3812;REINO UNIDO;;ACE
W21;Destino;LIVERPOOL /INTERNACIONAL;LPL;     S ;05/02/2022;26/03/2022;11:30;73H;  RYR3812;REINO UNIDO;;ACE
W21;Destino;LIVERPOOL /INTERNACIONAL;LPL;      D;31/10/2021;20/03/2022;11:55;320;  EZY7154;REINO UNIDO;;ACE
W21;Destino;LIVERPOOL /INTERNACIONAL;LPL; M     ;08/02/2022;22/03/2022;18:45;320;  EZY7154;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;    V  ;24/12/2021;25/03/2022;12:15;320;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;LM     ;07/02/2022;22/03/2022;12:15;320;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;   J   ;03/03/2022;24/03/2022;12:15;320;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;  X    ;09/03/2022;09/03/2022;12:15;320;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;      D;06/03/2022;06/03/2022;13:00;32N;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;      D;13/03/2022;20/03/2022;13:05;32N;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;     S ;05/03/2022;05/03/2022;13:20;32N;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES / HEATHROW;LHR;     S ;12/03/2022;26/03/2022;13:40;32N;  BAW2733;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN;   J   ;10/02/2022;24/03/2022;11:50;320;  EZY2026;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN;L      ;07/03/2022;21/03/2022;17:05;320;  EZY2026;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN; M     ;01/02/2022;22/03/2022;17:40;73H;  RYR3512;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN;  X    ;09/02/2022;23/03/2022;17:55;320;  EZY2026;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN;     S ;05/02/2022;26/03/2022;19:10;73H;  RYR3512;REINO UNIDO;;ACE
W21;Destino;LONDRES /LUTON APT;LTN;     S ;01/01/2022;26/03/2022;20:00;320;  EZY2026;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;   J   ;03/02/2022;24/03/2022;11:15;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN; M     ;15/02/2022;22/03/2022;11:55;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;L X    ;01/11/2021;23/03/2022;12:05;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;      D;06/02/2022;20/03/2022;12:05;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;     S ;08/01/2022;26/03/2022;12:10;73H;  EXS1402;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;     S ;12/02/2022;26/03/2022;12:10;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;      D;13/02/2022;20/03/2022;12:10;73H;  EXS1402;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;    V  ;07/01/2022;25/03/2022;12:20;7M8;  RYR8289;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;   J   ;04/11/2021;24/03/2022;15:25;73H;  EXS1402;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;L   V  ;10/01/2022;25/03/2022;15:25;73H;  EXS1402;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN; MX    ;15/02/2022;23/03/2022;15:25;73H;  EXS1402;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;     S ;05/02/2022;26/03/2022;17:10;7M8;  RYR251;REINO UNIDO;;ACE
W21;Destino;LONDRES /STANSTED;STN;      D;07/11/2021;20/03/2022;17:25;320;  RYR251;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;   JV  ;04/11/2021;25/03/2022;12:40;320;  EZY8682;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;LM     ;13/12/2021;22/03/2022;12:40;320;  EZY8682;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;     S ;01/01/2022;26/03/2022;12:40;320;  EZY8682;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;  X    ;09/02/2022;23/03/2022;12:40;320;  EZY8682;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;      D;06/03/2022;20/03/2022;12:55;320;  EZY8682;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;  X    ;16/02/2022;23/03/2022;18:25;320;  EZY8684;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;   J   ;24/02/2022;24/03/2022;18:25;320;  EZY8684;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;    V  ;04/03/2022;25/03/2022;18:25;320;  EZY8684;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;LM     ;14/02/2022;22/03/2022;18:30;32Q;  EZY8684;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;      D;13/02/2022;20/03/2022;19:15;32Q;  EZY8684;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;     S ;05/02/2022;26/03/2022;19:45;320;  EZY8686;REINO UNIDO;;ACE
W21;Destino;LONDRES/GATWICK;LGW;     S ;05/03/2022;26/03/2022;21:05;320;  EZY8678;REINO UNIDO;;ACE
W21;Destino;LUXEMBURGO;LUX;      D;06/03/2022;13/03/2022;10:05;73W;  LGL742;LUXEMBURGO;;ACE
W21;Destino;LUXEMBURGO;LUX;   J   ;13/01/2022;10/03/2022;10:15;73W;  LGL750;LUXEMBURGO;FUE;ACE
W21;Destino;LUXEMBURGO;LUX;      D;06/03/2022;06/03/2022;17:45;73W;  LGL744;LUXEMBURGO;;ACE
W21;Destino;LYON /SATOLAS;LYS;    V  ;07/01/2022;25/03/2022;12:10;320;  EJU4380;FRANCIA;;ACE
W21;Destino;LYON /SATOLAS;LYS;L      ;07/02/2022;21/03/2022;18:35;320;  EJU4380;FRANCIA;;ACE
W21;Destino;LYON /SATOLAS;LYS;     S ;05/03/2022;26/03/2022;20:40;319;  VOE2031;FRANCIA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;  X    ;02/03/2022;02/03/2022;7:00;320;  IBE3859;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;12/03/2022;12/03/2022;7:00;320;  IBE3859;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;LMXJV D;03/03/2022;25/03/2022;7:05;320;  IBE3859;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;05/03/2022;05/03/2022;7:05;320;  IBE3859;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;LMX V  ;01/11/2021;25/03/2022;9:20;73H;  RYR2018;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;   J   ;03/02/2022;24/03/2022;9:20;73H;  RYR2018;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;      D;02/01/2022;20/03/2022;9:30;73H;  RYR2018;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;14/03/2022;21/03/2022;9:30;73H;  AEA9076;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;      D;13/03/2022;13/03/2022;9:40;73H;  AEA9076;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;01/01/2022;26/03/2022;10:20;73H;  RYR2018;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;      D;13/03/2022;13/03/2022;10:40;321;  IBE3853;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;07/03/2022;21/03/2022;10:50;320;  IBE3853;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L   VSD;14/01/2022;26/03/2022;13:45;320;  IBE3857;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD; MXJ   ;25/01/2022;24/03/2022;13:45;320;  IBE3857;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;    V  ;14/01/2022;18/03/2022;15:35;73H;  AEA9076;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;   J   ;04/11/2021;24/03/2022;16:50;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;01/11/2021;21/03/2022;17:20;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;      D;02/01/2022;06/03/2022;17:35;73H;  AEA9076;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;    V  ;04/03/2022;04/03/2022;17:35;320;  IBE3855;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;07/03/2022;07/03/2022;17:35;73H;  AEA9076;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;   J   ;03/03/2022;03/03/2022;18:40;320;  IBE3855;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;    V  ;31/12/2021;25/03/2022;18:50;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;05/02/2022;26/03/2022;18:50;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;  X    ;03/11/2021;23/03/2022;20:10;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;      D;31/10/2021;20/03/2022;20:15;73H;  RYR2016;ESPAÑA;;ACE
W21;Destino;MALAGA-COSTA DEL SOL;AGP;L      ;01/11/2021;21/03/2022;8:40;73H;  RYR6771;ESPAÑA;;ACE
W21;Destino;MALAGA-COSTA DEL SOL;AGP; M     ;08/02/2022;22/03/2022;12:40;320;  VLG3141;ESPAÑA;;ACE
W21;Destino;MALAGA-COSTA DEL SOL;AGP;    V  ;05/11/2021;25/03/2022;13:05;73H;  RYR6771;ESPAÑA;;ACE
W21;Destino;MALAGA-COSTA DEL SOL;AGP;     S ;05/03/2022;05/03/2022;20:10;320;  VLG3141;ESPAÑA;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;01/02/2022;22/03/2022;11:20;73H;  RYR2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;05/11/2021;25/03/2022;11:35;73H;  RYR2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;01/01/2022;26/03/2022;11:50;320;  EZY1972;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/02/2022;24/03/2022;12:05;73H;  RUK2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;      D;05/12/2021;20/03/2022;12:15;73H;  RYR2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;  X    ;02/02/2022;23/03/2022;12:30;73H;  RUK2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;01/01/2022;26/03/2022;12:50;73H;  RYR2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;10/02/2022;24/03/2022;12:50;320;  EZY1972;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L      ;01/11/2021;21/03/2022;13:00;73H;  RYR2132;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;12/02/2022;26/03/2022;13:25;73H;  EXS764;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;10/02/2022;24/03/2022;13:55;73H;  EXS764;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;      D;06/03/2022;20/03/2022;14:05;73H;  EXS764;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J S ;10/02/2022;26/03/2022;15:50;75W;  EXS892;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;LMX V D;14/02/2022;25/03/2022;15:50;75W;  EXS892;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M   S ;01/02/2022;26/03/2022;18:20;73H;  RYR2401;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;22/02/2022;22/03/2022;18:55;320;  EZY1972;REINO UNIDO;;ACE
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/02/2022;24/03/2022;19:40;73H;  RYR2401;REINO UNIDO;;ACE
W21;Destino;MARSELLA;MRS;L      ;07/02/2022;21/03/2022;18:10;73H;  RYR8948;FRANCIA;;ACE
W21;Destino;MARSELLA;MRS;    V  ;04/02/2022;25/03/2022;19:15;73H;  RYR8948;FRANCIA;;ACE
W21;Destino;MARSELLA;MRS;     S ;05/03/2022;19/03/2022;20:50;320;  VOE2555;FRANCIA;;ACE
W21;Destino;MILAN /MALPENSA;MXP;     S ;26/02/2022;26/03/2022;12:25;320;  EJU2980;ITALIA;;ACE
W21;Destino;MILAN /MALPENSA;MXP;L      ;07/03/2022;21/03/2022;13:45;7S8;  NOS1460;ITALIA;;ACE
W21;Destino;MILAN/BERGAMO;BGY; M     ;16/11/2021;22/03/2022;10:15;73H;  RYR4002;ITALIA;;ACE
W21;Destino;MILAN/BERGAMO;BGY;     S ;08/01/2022;26/03/2022;10:25;7M8;  RYR4002;ITALIA;;ACE
W21;Destino;MILAN/BERGAMO;BGY;   J   ;03/02/2022;24/03/2022;11:00;7M8;  RYR4002;ITALIA;;ACE
W21;Destino;MUENSTER;FMO; M     ;22/02/2022;22/03/2022;17:30;73H;  CXI9024;ALEMANIA;;ACE
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;      D;07/11/2021;20/03/2022;10:30;7S8;  TUI2843;ALEMANIA;;ACE
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;    V  ;04/03/2022;25/03/2022;15:35;320;  CFG1401;ALEMANIA;;ACE
W21;Destino;NANTES / ATLANTIQUE;NTE;      D;06/02/2022;20/03/2022;9:40;319;  VOE2829;FRANCIA;;ACE
W21;Destino;NANTES / ATLANTIQUE;NTE;     S ;05/03/2022;12/03/2022;14:35;73H;  TVF4634;FRANCIA;FUE;ACE
W21;Destino;NANTES / ATLANTIQUE;NTE;     S ;05/03/2022;26/03/2022;19:00;319;  VOE2829;FRANCIA;;ACE
W21;Destino;NAPOLES;NAP;     S ;05/03/2022;26/03/2022;9:55;7M8;  RYR6782;ITALIA;;ACE
W21;Destino;NEWCASTLE;NCL;   J  D;04/11/2021;24/03/2022;13:30;73H;  EXS546;REINO UNIDO;;ACE
W21;Destino;NEWCASTLE;NCL;    V  ;31/12/2021;25/03/2022;13:30;73H;  EXS546;REINO UNIDO;;ACE
W21;Destino;NEWCASTLE;NCL;     S ;08/01/2022;26/03/2022;13:30;73H;  EXS546;REINO UNIDO;;ACE
W21;Destino;NEWCASTLE;NCL; M     ;25/01/2022;22/03/2022;13:30;73H;  EXS546;REINO UNIDO;;ACE
W21;Destino;NEWCASTLE;NCL;L      ;14/02/2022;21/03/2022;13:30;73H;  EXS546;REINO UNIDO;;ACE
W21;Destino;NUREMBERG;NUE;    V  ;21/01/2022;25/03/2022;17:15;73H;  CXI2154;ALEMANIA;;ACE
W21;Destino;NUREMBERG;NUE; M     ;01/03/2022;22/03/2022;17:15;73H;  CXI2126;ALEMANIA;;ACE
W21;Destino;PARIS /ORLY;ORY;   J   ;10/02/2022;24/03/2022;9:40;73H;  TVF3151;FRANCIA;;ACE
W21;Destino;PARIS /ORLY;ORY; M     ;15/02/2022;22/03/2022;10:00;73H;  TVF3151;FRANCIA;;ACE
W21;Destino;PARIS /ORLY;ORY;     S ;05/02/2022;26/03/2022;10:15;320;  VLG3188;FRANCIA;;ACE
W21;Destino;PARIS /ORLY;ORY;     S ;13/11/2021;26/03/2022;16:40;73H;  TVF3151;FRANCIA;;ACE
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;   J   ;10/02/2022;24/03/2022;12:30;32Q;  EJU3862;FRANCIA;;ACE
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;     S ;06/11/2021;26/03/2022;16:00;32Q;  EJU3862;FRANCIA;;ACE
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG; M     ;08/02/2022;22/03/2022;17:30;320;  EJU3862;FRANCIA;;ACE
W21;Destino;PRAGA /RUZYNE;PRG;  X    ;02/03/2022;23/03/2022;16:45;73H;  TVS2040;REPUBLICA CHECA;LPA;ACE
W21;Destino;ROTTERDAM;RTM; M     ;01/03/2022;22/03/2022;14:15;73H;  TFL621;HOLANDA;FUE;ACE
W21;Destino;ROTTERDAM;RTM;     S ;19/02/2022;26/03/2022;14:25;73H;  TFL629;HOLANDA;FUE;ACE
W21;Destino;SANTIAGO-ROSALÍA DE CASTRO;SCQ;     S ;12/02/2022;26/03/2022;9:35;320;  VLG3136;ESPAÑA;;ACE
W21;Destino;SANTIAGO-ROSALÍA DE CASTRO;SCQ;  X   D;31/10/2021;23/03/2022;18:55;73H;  RYR2001;ESPAÑA;;ACE
W21;Destino;SEVILLA;SVQ;L      ;06/12/2021;21/03/2022;10:40;73H;  RYR2553;ESPAÑA;;ACE
W21;Destino;SEVILLA;SVQ;    V  ;31/12/2021;25/03/2022;16:55;73H;  RYR2553;ESPAÑA;;ACE
W21;Destino;SEVILLA;SVQ; M     ;01/02/2022;01/03/2022;19:40;320;  VLG3161;ESPAÑA;;ACE
W21;Destino;SEVILLA;SVQ; M     ;15/03/2022;22/03/2022;19:40;320;  VLG3161;ESPAÑA;;ACE
W21;Destino;SEVILLA;SVQ;     S ;05/03/2022;05/03/2022;20:20;320;  VLG3161;ESPAÑA;;ACE
W21;Destino;SHANNON;SNN;   J   ;30/12/2021;24/03/2022;10:55;73H;  RYR1345;IRLANDA;;ACE
W21;Destino;SHANNON;SNN;      D;05/12/2021;20/03/2022;13:00;73H;  RYR1345;IRLANDA;;ACE
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;     S ;05/02/2022;26/03/2022;11:25;32A;  EWG2931;ALEMANIA;;ACE
W21;Destino;STUTTGART/ ECHTERDINGEN;STR; M     ;22/02/2022;22/03/2022;14:55;32A;  EWG2931;ALEMANIA;;ACE
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;13/03/2022;13/03/2022;18:05;7S8;  TUI2168;ALEMANIA;;ACE
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;20/02/2022;06/03/2022;18:20;7S8;  TUI2255;ALEMANIA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;02/03/2022;26/03/2022;7:00;AT7;  IBB451;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVS ;01/11/2021;26/03/2022;8:25;AT7;  IBB453;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMX V D;31/10/2021;25/03/2022;11:20;AT7;  IBB469;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   J S ;08/01/2022;26/03/2022;11:20;AT7;  IBB469;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ S ;28/02/2022;26/03/2022;13:05;AT7;  CNF547;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;14/01/2022;25/03/2022;14:00;AT7;  IBB455;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ SD;31/10/2021;26/03/2022;15:20;AT7;  IBB471;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;07/01/2022;25/03/2022;15:20;AT7;  IBB471;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;04/03/2022;25/03/2022;15:25;AT7;  CNF547;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;06/03/2022;20/03/2022;16:40;AT7;  IBB477;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM JVS ;10/01/2022;26/03/2022;18:10;AT7;  IBB475;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;02/03/2022;23/03/2022;18:10;AT7;  IBB475;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;06/03/2022;20/03/2022;18:20;AT7;  IBB475;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M     ;01/03/2022;01/03/2022;19:10;AT7;  IBB4551;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;12/12/2021;20/03/2022;19:20;AT7;  IBB457;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;14/01/2022;25/03/2022;19:20;AT7;  IBB457;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;01/03/2022;26/03/2022;20:40;AT7;  IBB485;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;31/10/2021;20/03/2022;21:55;AT7;  IBB487;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;07/01/2022;25/03/2022;21:55;AT7;  IBB487;ESPAÑA;;ACE
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;01/03/2022;26/03/2022;22:00;AT7;  IBB489;ESPAÑA;;ACE
W21;Destino;TOULOUSE /BLAGNAC;TLS;     S ;05/03/2022;26/03/2022;19:25;319;  VOE2725;FRANCIA;;ACE
W21;Destino;TREVISO/S.ANGELO (MIL);TSF;L      ;01/11/2021;21/03/2022;11:20;73H;  RYR6774;ITALIA;;ACE
W21;Destino;TURIN /CITTA DI TORINO;TRN;     S ;08/01/2022;26/03/2022;9:10;73H;  RYR6780;ITALIA;;ACE
W21;Destino;TURIN /CITTA DI TORINO;TRN; M     ;01/03/2022;22/03/2022;9:30;73H;  RYR6780;ITALIA;;ACE
W21;Destino;VALENCIA;VLC;    V  ;04/02/2022;25/03/2022;9:00;73H;  RYR3488;ESPAÑA;;ACE
W21;Destino;VALENCIA;VLC;L      ;07/02/2022;21/03/2022;9:05;73H;  RYR3488;ESPAÑA;;ACE
W21;Destino;VALENCIA;VLC;     S ;12/03/2022;12/03/2022;16:15;320;  VLG6275;ESPAÑA;;ACE
W21;Destino;VIENA  /INTERNACIONAL;VIE;     S ;01/01/2022;26/03/2022;10:50;320;  RYR4345;AUSTRIA;;ACE
W21;Destino;WEEZE;NRN; M     ;01/02/2022;22/03/2022;10:30;73H;  RYR8767;ALEMANIA;;ACE
W21;Destino;WEEZE;NRN;     S ;05/02/2022;26/03/2022;17:35;73H;  RYR8767;ALEMANIA;;ACE
W21;Destino;WROCLAW /STRACHOWICE;WRO;  X    ;12/01/2022;23/03/2022;19:55;320;  WZZ1806;POLONIA;;ACE
W21;Destino;ZURICH;ZRH;      D;06/03/2022;20/03/2022;10:05;320;  EDW229;SUIZA;;ACE
W21;Destino;ZURICH;ZRH; M     ;01/03/2022;22/03/2022;13:00;320;  EDW229;SUIZA;;ACE
W21;Destino;ZURICH;ZRH;   J   ;03/03/2022;24/03/2022;16:45;320;  EDW229;SUIZA;;ACE
